City,Price(TRY),Brand,Series,Model,Year,Mileage(km),TransmissionType,FuelType,BodyType,EngineSize(cc),EnginePower(HP),DriveTrain,ListingYear,ListingMonth,ListingDay
33,460000,9,66,700,2010,200000,2,0,6,1598,105,1,2025,4,9
5,240000,9,84,473,1999,254000,1,4,2,1598,75,1,2025,4,8
6,635000,9,84,103,2013,124000,1,2,3,1198,70,1,2025,4,8
44,239000,9,84,521,1997,317500,1,4,6,1595,100,1,2025,4,8
61,495000,9,82,567,2004,235000,1,4,6,1595,102,1,2025,4,8
79,225000,9,84,473,1998,290000,1,4,3,1598,75,1,2025,4,9
78,310000,9,84,347,2002,306676,1,0,3,1422,75,1,2025,4,8
33,225000,9,84,473,1998,257000,1,4,3,1598,75,1,2025,4,8
5,460000,9,40,645,2003,140000,0,4,6,1595,102,1,2025,4,9
22,628000,9,66,704,2012,290000,1,0,6,1598,105,1,2025,4,8
80,510000,9,66,352,2008,294000,2,2,6,1390,140,1,2025,4,8
20,520000,9,60,638,2003,257500,1,4,3,1595,105,1,2025,4,8
65,300000,9,84,216,2000,198250,1,2,2,1390,100,1,2025,4,8
5,330000,9,84,528,2001,217000,0,2,6,1595,100,1,2025,4,8
77,750000,9,84,346,2017,163000,2,0,3,1422,90,1,2025,4,8
44,520000,9,66,783,2009,238000,1,0,6,1896,105,1,2025,4,9
43,560000,9,84,94,2015,234000,1,2,3,1197,90,1,2025,4,9
29,425000,9,60,571,2007,293000,1,2,3,1598,115,1,2025,4,8
43,630000,9,107,352,2008,150000,2,2,4,1390,140,1,2025,4,8
49,210000,9,84,473,1997,212000,1,4,3,1598,75,1,2025,4,8
45,450000,9,84,216,2005,190000,1,4,2,1390,75,1,2025,4,8
45,350000,9,84,473,1999,235000,1,4,3,1598,75,1,2025,4,9
2,520000,9,82,781,2003,444000,0,0,6,1896,130,1,2025,4,8
21,435000,9,40,638,2004,318000,1,4,6,1595,105,1,2025,4,8
5,360000,9,60,527,2000,377000,1,4,2,1595,105,1,2025,4,8
23,445008,9,82,759,1999,191000,0,4,6,1781,125,1,2025,4,8
77,440000,9,84,90,2011,196000,1,0,3,1199,75,1,2025,4,8
34,510000,9,84,216,2011,123000,2,2,3,1390,85,1,2025,4,9
78,285000,9,84,521,1997,75000,1,4,6,1595,100,1,2025,4,8
46,495000,9,84,90,2012,209000,1,0,3,1199,75,1,2025,4,8
29,755000,9,66,700,2015,278450,2,0,6,1598,105,1,2025,4,8
78,300000,9,84,521,2000,308000,1,4,6,1598,75,1,2025,4,8
58,355000,9,82,725,2004,299500,1,4,6,1595,102,1,2025,4,8
78,450000,9,107,578,2004,279000,1,4,4,1598,115,1,2025,4,8
78,615000,9,60,575,2007,163500,1,2,3,1598,115,1,2025,4,8
77,450000,9,84,344,2008,237000,1,0,3,,,1,2025,4,8
5,275000,9,84,521,2000,280000,1,4,6,1595,100,1,2025,4,8
6,300000,9,84,298,2001,300000,1,4,2,1390,75,1,2025,4,9
5,330000,9,40,527,2000,298000,1,4,6,1595,105,1,2025,4,8
17,490000,9,66,621,2006,216000,1,4,6,1595,102,1,2025,4,8
24,450000,9,60,571,2008,194000,1,4,3,1598,115,1,2025,4,8
43,410000,9,60,645,2003,237800,1,4,3,1595,105,1,2025,4,9
78,645000,9,84,700,2013,170000,1,0,3,1598,90,1,2025,4,8
18,520000,9,66,527,2006,294000,1,4,6,1595,102,1,2025,4,8
44,350000,9,82,770,1998,375000,0,4,6,1781,150,1,2025,4,8
78,450000,9,82,781,2004,386500,0,0,6,1896,130,1,2025,4,8
5,522000,9,40,638,2004,165000,0,4,6,1595,102,1,2025,4,8
76,520000,9,84,90,2012,238000,1,0,3,1199,75,1,2025,4,8
25,560000,9,60,722,2008,250000,1,4,3,1595,102,1,2025,4,8
27,645000,9,82,352,2009,215000,1,2,6,1390,122,1,2025,4,9
6,420000,9,84,90,2013,270000,1,0,3,1199,75,1,2025,4,8
77,260000,9,84,521,1997,243000,1,4,3,,,3,2025,4,8
45,445000,9,84,363,2006,220000,1,2,3,1390,80,1,2025,4,8
9,470000,9,84,90,2012,266000,1,0,3,,,3,2025,4,8
56,750000,9,84,216,2012,123000,1,4,3,1390,85,1,2025,4,8
77,730000,9,66,700,2011,233000,1,0,6,1598,105,1,2025,4,8
43,750000,9,84,94,2015,243000,2,2,3,1197,90,1,2025,4,8
0,510000,9,84,347,2007,157000,1,0,3,1422,70,1,2025,4,8
5,699999,9,84,700,2013,200000,2,0,3,1598,90,1,2025,4,8
5,280000,9,84,521,1998,243200,0,4,6,1595,100,1,2025,4,8
37,350000,9,60,527,1998,318000,1,4,3,,,3,2025,4,8
60,507000,9,66,722,2009,292000,1,4,6,1595,102,1,2025,4,8
49,760000,9,82,349,2011,185000,1,2,6,1390,122,1,2025,4,7
52,595000,9,60,645,2008,156300,1,4,3,1595,102,1,2025,4,8
77,629000,9,84,216,2009,112000,0,4,3,1390,80,1,2025,4,8
22,230000,9,84,521,1997,262000,1,4,6,1595,100,1,2025,4,9
2,750000,9,82,352,2013,289000,1,2,6,,,3,2025,4,8
5,520000,9,84,90,2013,198000,1,0,3,1199,75,1,2025,4,8
0,550000,9,84,216,2011,170100,1,4,3,1390,80,1,2025,4,8
70,650000,9,84,216,2014,194500,1,2,3,1390,85,1,2025,4,9
66,250000,9,84,521,2000,290000,1,4,6,1595,100,1,2025,4,9
70,570000,9,60,357,2012,216000,1,2,3,1390,122,1,2025,4,8
79,600000,9,82,725,2010,295000,1,4,6,1595,102,1,2025,4,8
53,750000,9,110,861,2010,350000,2,2,8,,,3,2025,4,8
77,650000,9,66,99,2012,176000,1,2,6,1197,105,1,2025,4,9
77,570000,9,66,645,2010,227000,1,4,6,1595,102,1,2025,4,8
77,380000,9,84,363,2006,410000,1,4,3,1390,75,1,2025,4,8
20,585000,9,84,29,2015,165000,1,2,3,999,75,1,2025,4,8
20,695000,9,84,94,2017,68000,1,2,3,1197,90,1,2025,4,8
4,420000,9,84,363,2006,250000,1,4,3,1390,80,1,2025,4,8
77,275000,9,84,185,1996,210000,1,2,3,1390,60,1,2025,4,7
2,308000,9,60,527,1999,287000,1,4,3,1595,101,1,2025,4,9
0,395000,9,40,527,2004,299000,0,4,6,1595,102,1,2025,4,8
5,335000,9,84,473,1997,216000,1,4,3,1598,75,1,2025,4,8
6,525000,9,84,89,2012,255000,1,0,3,1199,75,1,2025,4,9
52,575000,9,60,704,2012,185000,1,0,3,1598,90,1,2025,4,8
5,370000,9,82,769,2000,450000,1,4,6,1781,150,1,2025,4,8
52,735000,9,66,700,2013,216400,2,0,6,1598,105,1,2025,4,8
43,949000,9,84,94,2016,48000,2,2,3,1197,90,1,2025,4,7
62,560000,9,60,357,2010,225000,1,2,3,1390,122,1,2025,4,7
50,695000,9,84,216,2012,104000,1,2,3,1390,85,1,2025,4,7
33,369900,9,40,610,2004,285000,0,4,6,1595,102,1,2025,4,7
33,660000,9,66,700,2012,236000,1,0,6,1598,105,1,2025,4,7
40,725000,9,60,352,2011,230000,1,2,3,1390,122,1,2025,4,7
77,260000,9,84,473,2000,204000,1,4,3,1598,75,1,2025,4,7
33,515000,9,66,704,2012,475000,1,0,6,1598,105,1,2025,4,7
52,555000,9,40,638,2005,119000,1,2,6,1595,105,1,2025,4,7
5,1469000,9,82,694,2016,195000,2,0,6,1598,120,1,2025,4,7
77,745000,9,84,346,2016,145700,2,0,3,1422,90,1,2025,4,7
33,850000,9,82,351,2014,143000,1,2,6,1390,122,1,2025,4,7
49,455000,9,60,575,2006,248000,0,2,3,1595,102,1,2025,4,7
46,600000,9,82,571,2007,214000,0,2,6,1598,115,1,2025,4,7
78,440000,9,60,574,2006,237000,0,4,2,1598,115,1,2025,4,7
77,695000,9,84,29,2016,104000,1,2,3,999,75,1,2025,4,7
44,660000,9,82,859,2008,330000,2,0,6,1968,170,1,2025,4,7
77,915000,9,60,352,2015,184000,2,2,3,1395,122,1,2025,4,7
77,930000,9,60,694,2015,133000,1,0,3,1598,110,1,2025,4,7
52,1090000,9,60,354,2016,113000,1,2,3,1395,125,1,2025,4,7
77,359000,9,84,347,2007,223000,1,0,3,1422,70,1,2025,4,7
54,1480000,9,82,693,2019,162000,0,0,6,,,3,2025,4,7
20,1090000,9,60,354,2016,100500,1,2,3,1201,,3,2025,4,7
77,545000,9,84,700,2013,213000,1,0,3,1598,90,1,2025,4,7
20,770000,9,84,216,2011,126000,1,2,3,1390,85,1,2025,4,7
44,835000,9,66,704,2015,195000,2,0,6,1598,105,1,2025,4,7
77,1745000,9,82,438,2022,56000,2,2,6,1498,150,1,2025,4,7
65,715000,9,60,352,2011,185000,2,2,2,1390,122,1,2025,4,7
17,530000,9,66,704,2012,291000,2,0,6,1598,105,1,2025,4,7
44,480000,9,60,527,2003,310000,0,4,2,1595,102,1,2025,4,7
44,670000,9,66,567,2010,410000,0,4,6,1595,102,1,2025,4,7
44,520000,9,60,610,2000,350000,1,4,3,1595,101,1,2025,4,7
29,480000,9,66,575,2006,282000,1,2,6,1598,115,1,2025,4,7
45,1635000,9,60,35,2021,29000,0,4,3,1200,101,1,2025,4,7
20,215000,9,84,521,1999,395000,1,4,6,1595,100,1,2025,4,7
42,1340000,9,82,438,2022,142000,2,2,6,1498,150,1,2025,4,7
20,668000,9,60,698,2013,350000,1,0,3,1598,90,1,2025,4,7
77,475000,9,84,216,2011,283000,1,2,3,1390,85,1,2025,4,7
76,280000,9,84,473,1999,235000,1,4,3,1598,75,1,2025,4,7
43,440000,9,40,527,2000,209000,1,4,6,1595,105,1,2025,4,7
44,435000,9,84,363,2005,294000,0,4,3,1390,75,1,2025,4,7
1,955000,9,84,700,2019,124000,2,0,3,1598,95,1,2025,4,7
5,840000,9,60,694,2014,191000,2,0,3,1598,105,1,2025,4,7
79,499000,9,82,567,2004,278000,1,4,6,1595,102,1,2025,4,7
38,399000,9,60,622,2006,246000,1,4,3,1595,102,1,2025,4,7
19,320000,9,84,216,2000,218000,1,2,2,1390,100,1,2025,4,7
29,800000,9,66,700,2014,277000,2,0,6,1598,105,1,2025,4,7
62,539000,9,60,704,2012,230000,2,0,3,1598,105,1,2025,4,7
41,300000,9,84,216,2001,272650,1,2,3,1390,100,1,2025,4,7
20,405000,9,40,527,2000,248100,1,4,6,1595,105,1,2025,4,7
79,910000,9,82,349,2013,241000,2,2,6,1390,122,1,2025,4,7
5,467500,9,84,363,2006,206500,1,2,2,1390,80,1,2025,4,7
77,500000,9,66,703,2010,400000,2,0,6,1598,105,1,2025,4,7
0,750000,9,82,725,2010,271877,1,4,6,1595,102,1,2025,4,7
5,650000,9,60,692,2014,293000,1,0,3,1598,110,1,2025,4,7
22,530000,9,82,859,2008,260000,2,0,6,1968,140,1,2025,4,7
5,1000000,9,60,694,2016,177000,2,0,3,1598,110,1,2025,4,7
71,615000,9,82,573,2008,176000,1,2,6,1598,115,1,2025,4,7
29,1180000,9,82,349,2014,139800,1,2,6,1395,125,1,2025,4,7
77,1100000,9,84,22,2021,43000,2,2,3,999,95,1,2025,4,7
58,1195000,9,84,23,2020,42000,2,2,3,999,95,1,2025,4,7
48,260000,9,84,521,2000,195118,1,4,6,1595,100,1,2025,4,7
77,525000,9,60,571,2005,295000,1,2,3,1598,115,1,2025,4,7
77,865000,9,84,94,2016,95000,2,2,3,1197,90,1,2025,4,7
0,880000,9,82,700,2013,220000,1,0,6,1601,101,1,2025,4,7
78,650000,9,84,345,2014,170000,1,0,3,1422,75,1,2025,4,7
5,480000,9,84,363,2008,225000,0,4,3,1390,80,1,2025,4,7
77,1200000,9,66,349,2017,120100,2,2,6,1395,125,1,2025,4,7
77,860000,9,60,694,2013,153000,2,0,3,1598,105,1,2025,4,7
67,880000,9,66,96,2011,117000,1,2,6,1197,105,1,2025,4,7
3,730000,9,60,700,2012,260000,1,0,3,1598,105,1,2025,4,7
51,849000,9,110,348,2015,257000,2,2,1,1390,160,1,2025,4,7
77,489000,9,66,645,2007,365000,0,4,6,1401,76,1,2025,4,7
77,450000,9,84,347,2015,225000,1,0,3,1422,75,1,2025,4,7
77,650000,9,66,700,2013,212000,2,0,6,1598,105,1,2025,4,7
52,300000,9,60,782,2007,337000,1,0,3,1896,105,1,2025,4,7
11,975000,9,60,696,2015,125000,1,0,3,1598,110,1,2025,4,7
52,398500,9,40,725,2000,276000,1,4,6,1595,105,1,2025,4,7
43,859950,9,84,12,2023,44500,1,2,3,999,80,1,2025,4,7
43,610000,9,84,216,2010,153000,2,2,3,1390,85,1,2025,4,7
53,210000,9,60,473,1997,280000,1,4,3,1598,100,1,2025,4,7
29,870000,9,66,700,2013,190000,1,0,6,1598,105,1,2025,4,7
3,547500,9,84,363,2006,110000,1,2,2,1390,80,1,2025,4,7
21,410000,9,60,527,2001,310000,1,2,3,1595,105,1,2025,4,7
77,1059000,9,66,349,2017,131000,2,2,6,1395,125,1,2025,4,7
5,395000,9,40,638,2004,335000,0,4,6,1595,102,1,2025,4,7
20,810000,9,84,346,2016,156000,2,0,3,1422,90,1,2025,4,7
52,1350000,9,82,694,2017,123000,2,0,6,1598,120,1,2025,4,7
79,550000,9,82,774,2010,270000,2,4,7,1798,160,1,2025,4,7
77,570000,9,84,347,2017,233000,1,0,3,1422,75,1,2025,4,7
43,435000,9,40,638,2004,251000,1,4,6,1595,105,1,2025,4,7
78,660000,9,84,347,2014,102000,1,0,3,1422,75,1,2025,4,7
77,710000,9,84,216,2011,107000,2,2,3,1390,85,1,2025,4,7
21,565000,9,40,638,2004,197000,0,4,6,1595,102,1,2025,4,7
53,770000,9,84,94,2015,78000,1,2,3,1197,90,1,2025,4,7
5,395000,9,82,759,1998,371000,0,4,6,1781,125,1,2025,4,7
77,565000,9,60,571,2006,178000,1,2,2,1598,115,1,2025,4,7
23,680000,9,66,700,2011,189000,1,0,6,1598,105,1,2025,4,7
43,335000,9,40,725,2000,392000,1,4,6,1595,105,1,2025,4,7
44,411000,9,40,527,2001,259200,1,4,6,1595,105,1,2025,4,7
33,655000,9,66,700,2012,261500,2,0,6,1598,105,1,2025,4,7
69,570000,9,66,645,2009,203000,1,2,6,1595,102,1,2025,4,7
29,740000,9,60,698,2014,258000,1,0,3,1598,90,1,2025,4,7
41,755000,9,60,694,2013,270000,2,0,3,1598,105,1,2025,4,7
5,285000,9,84,473,1997,278000,1,4,3,1598,75,1,2025,4,7
70,1180000,9,82,349,2017,141000,1,2,6,1395,125,1,2025,4,7
0,405000,9,60,576,2006,200000,1,2,3,1598,115,1,2025,4,7
5,975000,9,84,23,2018,80500,2,2,3,999,95,1,2025,4,7
41,765000,9,82,352,2012,225500,0,4,6,1390,122,1,2025,4,7
27,330000,9,82,759,1998,319000,1,4,6,1781,125,0,2025,4,7
18,400000,9,40,527,2003,280000,0,2,6,1595,102,1,2025,4,7
20,520600,9,84,216,2011,217350,1,2,3,1390,85,1,2025,4,7
5,170000,9,60,585,1987,282250,1,4,3,1595,75,1,2025,4,7
0,890000,9,66,700,2013,164000,2,0,6,1598,105,1,2025,4,7
33,350000,9,84,473,1998,310000,0,4,3,1598,75,1,2025,4,7
33,500000,9,66,700,2012,245000,1,0,6,1598,105,1,2025,4,7
5,925000,9,66,704,2014,136000,1,0,6,1598,105,1,2025,4,7
65,1200000,9,82,692,2014,93000,1,0,6,1598,105,1,2025,4,7
29,621500,9,82,859,2008,388000,2,0,6,1968,140,1,2025,4,7
77,430000,9,84,90,2013,243000,1,0,3,1199,75,1,2025,4,7
78,615000,9,83,571,2007,165000,2,2,7,1598,115,1,2025,4,7
11,585000,9,84,89,2013,215000,1,0,3,1199,75,1,2025,4,7
70,930000,9,66,349,2017,284000,2,2,6,1395,125,1,2025,4,7
33,410000,9,84,192,2004,160000,1,4,3,1390,75,1,2025,4,7
11,725000,9,84,210,2013,148000,2,4,3,1390,85,1,2025,4,7
28,939000,9,66,92,2016,110000,1,2,6,1197,105,1,2025,4,7
5,948000,9,66,351,2016,191400,2,2,6,1395,125,1,2025,4,7
33,970000,9,84,22,2017,63500,2,2,3,999,95,1,2025,4,7
77,1000000,9,66,99,2017,166000,0,2,6,,,3,2025,4,7
34,305000,9,84,521,1998,221500,1,4,6,1595,100,1,2025,4,7
77,850000,9,60,694,2013,171000,2,0,3,1598,105,1,2025,4,7
0,1095000,9,60,696,2015,142000,2,0,3,1598,110,1,2025,4,7
40,575500,9,84,347,2015,250000,1,0,3,1422,75,1,2025,4,7
5,320000,9,40,527,1999,300000,0,4,6,1595,101,1,2025,4,7
6,760000,9,82,699,2013,276000,2,0,6,1598,105,1,2025,4,7
44,550000,9,82,571,2006,488000,0,4,6,1598,115,1,2025,4,7
77,1200000,9,60,696,2016,146900,2,0,3,1598,110,1,2025,4,7
79,600000,9,60,696,2015,280000,1,0,3,1598,110,1,2025,4,7
44,270000,9,84,521,1998,285000,1,4,6,1595,100,1,2025,4,7
77,1190000,9,82,696,2017,175000,2,0,6,1598,120,1,2025,4,7
1,220000,9,84,521,1997,280000,1,4,6,1595,100,1,2025,4,7
5,1000000,9,60,94,2013,112000,2,2,3,1197,105,1,2025,4,7
6,725000,9,66,704,2014,272000,2,0,6,1598,105,1,2025,4,7
55,1265000,9,82,694,2016,189000,2,0,6,1598,120,1,2025,4,7
79,1180000,9,82,694,2015,210000,2,0,6,1598,120,1,2025,4,7
69,1150000,9,82,694,2014,163000,2,0,6,1598,120,1,2025,4,7
47,550000,9,66,352,2010,264000,2,4,6,1390,122,1,2025,4,7
22,1125000,9,82,694,2016,236000,1,0,6,1598,120,1,2025,4,7
5,1240000,9,82,351,2015,152000,1,2,6,1395,125,1,2025,4,7
67,1289000,9,82,696,2014,278000,2,0,6,1598,120,1,2025,4,7
77,1280000,9,82,699,2017,130000,2,0,6,1598,120,1,2025,4,7
10,1375000,9,82,696,2016,207850,2,0,6,1598,120,1,2025,4,7
28,400000,9,60,483,1999,198000,1,4,3,1595,101,1,2025,4,7
3,1565000,9,82,694,2017,148000,2,0,7,1598,120,1,2025,4,7
54,1200000,9,82,696,2016,250000,1,0,6,1598,120,1,2025,4,7
77,1685000,9,82,441,2022,56600,2,2,6,1498,150,1,2025,4,7
52,1275000,9,84,25,2023,38000,0,2,3,,,3,2025,4,7
77,1250000,9,60,352,2017,32800,1,2,3,1395,125,1,2025,4,7
5,1270000,9,82,699,2017,191000,2,0,6,1598,120,1,2025,4,7
41,1460000,9,82,694,2015,139000,2,0,6,1598,120,1,2025,4,7
5,1690000,9,82,350,2018,67100,2,2,6,1395,125,1,2025,4,7
9,554900,9,84,192,2004,100000,1,2,3,1390,75,1,2025,4,7
73,2100000,9,82,440,2020,62000,2,2,6,1498,150,1,2025,4,7
77,1870000,9,60,472,2023,35000,2,3,3,1498,150,1,2025,4,7
77,629000,9,84,216,2012,157000,1,2,3,1390,85,1,2025,4,7
43,315000,9,84,216,2000,192000,1,4,3,1390,100,1,2025,4,7
1,569000,9,66,645,2006,199000,1,4,6,1595,102,1,2025,4,7
0,729500,9,60,352,2012,166000,2,2,2,1390,122,1,2025,4,7
28,675000,9,60,700,2011,248500,2,0,3,1598,105,1,2025,4,7
5,420000,9,60,527,2002,277000,0,4,3,1595,102,1,2025,4,7
58,930000,9,60,694,2015,186000,1,0,3,1598,105,1,2025,4,7
43,640000,9,60,700,2010,207000,2,0,3,1598,105,1,2025,4,7
5,1350000,9,60,24,2023,10000,1,2,3,999,110,1,2025,4,7
78,395000,9,60,527,1999,255000,1,4,3,1595,101,1,2025,4,7
5,1169000,9,60,354,2016,153000,0,2,3,1201,101,1,2025,4,7
36,1399000,9,82,441,2020,66500,0,2,6,1401,126,1,2025,4,7
41,1249900,9,82,699,2016,226000,0,0,6,1401,101,1,2025,4,7
78,1355000,9,84,25,2023,26000,0,2,3,1200,76,1,2025,4,7
77,920000,9,60,694,2018,160000,0,0,3,,,3,2025,4,7
28,580000,9,84,347,2016,245000,1,0,3,1422,75,1,2025,4,7
77,1315000,9,60,23,2018,117000,0,2,3,1200,101,1,2025,4,7
77,1674950,9,83,436,2023,47000,0,2,7,1401,126,1,2025,4,7
33,1565000,9,82,693,2020,110000,0,0,6,1401,101,1,2025,4,7
77,1385000,9,82,694,2018,154000,0,0,6,1401,101,1,2025,4,7
66,1212000,9,84,25,2022,18000,0,2,3,1200,76,1,2025,4,7
6,1199900,9,84,25,2023,27000,0,2,3,1200,76,1,2025,4,7
21,1059000,9,84,12,2024,6100,1,2,3,999,80,1,2025,4,7
25,1579000,9,82,438,2020,116000,0,2,6,1401,126,1,2025,4,7
77,2265000,9,82,440,2021,74000,0,2,6,1401,126,1,2025,4,7
77,2250000,9,82,440,2021,80000,0,2,6,1401,126,1,2025,4,7
78,1058750,9,66,349,2016,101450,0,2,6,1201,101,1,2025,4,7
77,1099000,9,78,95,2017,155000,0,2,2,1200,101,1,2025,4,7
44,1060000,9,60,694,2018,165000,0,0,3,1401,101,1,2025,4,7
3,2110000,9,82,440,2019,45000,0,2,6,1401,126,1,2025,4,7
78,1250000,9,82,694,2018,99000,0,0,6,1401,101,1,2025,4,7
29,1635000,9,82,697,2018,99000,0,0,6,1401,101,1,2025,4,7
77,1090000,9,84,700,2020,69000,0,0,3,1401,76,1,2025,4,7
77,1759000,9,82,438,2020,40278,0,2,6,1401,126,1,2025,4,7
79,1175000,9,82,697,2018,197000,2,0,6,1598,120,1,2025,4,7
41,1189950,9,66,350,2017,73000,0,2,6,1201,101,1,2025,4,7
77,2200000,9,82,695,2020,89000,2,0,6,1598,120,1,2025,4,7
77,1555000,9,82,695,2019,114000,0,0,6,1401,101,1,2025,4,7
5,1174000,9,60,696,2018,97300,1,0,3,1598,115,3,2025,4,7
5,1370000,9,82,694,2016,150000,0,0,6,1401,101,1,2025,4,7
44,1969000,9,82,440,2021,108000,0,2,6,1401,126,1,2025,4,7
5,1270000,9,110,348,2016,135000,0,2,1,1601,126,1,2025,4,7
13,985000,9,82,694,2016,250000,0,0,6,1401,101,1,2025,4,7
74,1685000,9,82,438,2020,68000,0,2,6,1401,126,1,2025,4,7
52,1290000,9,84,25,2024,13000,0,2,3,1200,76,1,2025,4,7
5,1320000,9,82,696,2018,257000,0,0,6,1401,101,1,2025,4,7
77,884000,9,60,94,2016,177000,1,2,3,1197,110,1,2025,4,7
77,1409900,9,82,694,2019,72000,0,0,6,1401,101,1,2025,4,7
78,1550000,9,82,438,2021,119900,0,2,6,1401,126,1,2025,4,7
23,1500000,9,82,854,2019,139000,0,0,6,1801,126,1,2025,4,7
77,1499900,9,82,693,2020,82000,0,0,6,1401,101,1,2025,4,7
5,1330000,9,82,349,2017,185000,2,2,6,1395,125,1,2025,4,7
58,2410000,9,82,695,2020,38000,0,0,6,1401,101,1,2025,4,7
50,1105000,9,60,352,2016,129000,0,2,3,1201,101,1,2025,4,7
9,625000,9,84,346,2017,233000,1,0,3,1422,90,1,2025,4,7
77,1075000,9,84,25,2022,65000,0,2,3,1200,76,1,2025,4,7
77,1030000,9,60,354,2016,128000,0,2,3,1201,101,1,2025,4,7
54,1575000,9,82,438,2021,145000,0,2,6,1401,126,1,2025,4,7
2,1259000,9,60,439,2020,105000,0,2,3,1401,126,1,2025,4,7
33,1520000,9,82,438,2020,110000,0,2,6,1401,126,1,2025,4,8
77,1250000,9,82,694,2017,220000,0,0,6,1401,101,1,2025,4,7
9,915000,9,96,356,2011,99000,0,2,1,1201,151,1,2025,4,7
77,919000,9,84,12,2023,17000,1,2,3,999,80,1,2025,4,7
5,1399000,9,82,438,2020,117600,0,2,6,1401,126,1,2025,4,7
77,725000,9,60,352,2010,160000,0,2,3,1201,101,1,2025,4,7
70,1185000,9,82,694,2016,248000,2,0,7,1598,120,1,2025,4,7
42,645000,9,82,694,2013,215000,1,0,6,1598,105,1,2025,4,7
77,1619500,9,83,693,2020,75906,0,0,7,1401,101,1,2025,4,7
77,1170000,9,82,854,2018,199500,0,0,6,1801,126,1,2025,4,9
44,800000,9,60,694,2016,267000,0,0,3,1401,101,1,2025,4,7
44,935000,9,66,702,2014,164000,0,0,6,1401,101,1,2025,4,7
61,900000,9,60,94,2015,190000,0,2,3,1200,101,1,2025,4,7
5,785000,9,60,700,2012,187000,0,0,3,1401,101,1,2025,4,7
48,725450,9,82,353,2009,249000,0,2,6,1390,122,1,2025,4,7
29,625000,9,66,700,2014,288000,0,0,6,1401,101,1,2025,4,7
21,805000,9,66,700,2012,200000,1,0,6,1598,105,1,2025,4,7
77,925000,9,60,696,2013,184000,0,0,3,1401,101,1,2025,4,7
74,830000,9,60,94,2014,170000,1,2,3,1197,105,1,2025,4,7
77,745000,9,96,356,2010,220000,0,2,1,1201,151,1,2025,4,7
77,925000,9,83,694,2013,164770,1,0,7,1598,105,1,2025,4,7
0,727000,9,66,704,2013,222000,2,0,6,1598,105,1,2025,4,7
2,1105000,9,84,25,2022,93000,0,2,3,1200,76,1,2025,4,7
18,1015000,9,84,23,2018,108000,2,2,3,999,95,1,2025,4,7
22,1475000,9,82,697,2019,167000,2,0,6,1598,120,1,2025,4,7
77,1045000,9,60,352,2015,83000,0,2,3,1201,101,1,2025,4,7
36,799000,9,60,725,2012,127000,0,4,3,1401,101,1,2025,4,7
52,625000,9,83,571,2008,260000,1,4,7,1598,115,1,2025,4,7
69,1350000,9,82,694,2013,70000,0,0,6,1401,101,1,2025,4,7
44,720000,9,110,348,2012,265000,0,2,1,1201,151,1,2025,4,7
34,985000,9,110,348,2014,123000,0,4,1,1201,151,1,2025,4,7
10,925000,9,82,694,2013,240000,0,0,6,1401,101,1,2025,4,7
23,1220000,9,82,696,2015,209000,0,0,6,1401,101,1,2025,4,7
2,787000,9,82,694,2013,260000,0,0,6,1401,101,1,2025,4,7
33,1145000,9,60,98,2015,72000,0,2,3,1200,101,1,2025,4,7
78,760000,9,84,346,2015,212000,0,0,3,1401,76,1,2025,4,7
77,1040000,9,82,699,2016,195000,0,0,6,1401,101,1,2025,4,7
20,690000,9,82,352,2010,250000,0,2,6,1390,122,1,2025,4,7
5,779000,9,60,696,2012,228000,2,0,3,1598,105,1,2025,4,7
45,1115000,9,60,94,2016,59300,0,2,3,1200,101,1,2025,4,7
54,1165000,9,60,696,2016,149000,0,0,3,1401,101,1,2025,4,7
0,525000,9,82,352,2010,284000,0,4,6,1390,122,1,2025,4,7
45,970000,9,66,93,2017,65000,1,2,6,1197,105,1,2025,4,7
53,1380000,9,82,349,2017,132000,0,2,6,1400,126,1,2025,4,7
54,1315000,9,82,697,2019,214000,0,0,6,1401,101,1,2025,4,7
77,1350000,9,82,694,2018,95000,2,0,6,1598,120,1,2025,4,7
33,600000,9,84,216,2013,102000,1,2,3,1390,85,1,2025,4,7
77,555000,9,66,700,2011,282000,2,0,6,1598,105,1,2025,4,7
33,525000,9,60,704,2012,255000,1,0,3,1598,90,1,2025,4,7
33,580000,9,84,700,2011,234000,1,0,3,1598,90,1,2025,4,7
67,545000,9,82,571,2008,230000,1,2,6,1598,115,1,2025,4,7
2,515000,9,82,571,2007,275000,1,2,6,1598,115,3,2025,4,7
77,655000,9,66,704,2011,204000,1,0,6,1598,105,1,2025,4,7
77,1035000,9,110,348,2014,154000,0,2,1,1201,151,1,2025,4,7
9,1590000,9,82,694,2015,77000,0,0,6,1401,101,1,2025,4,7
79,385000,9,84,192,2005,237000,1,4,3,1390,75,1,2025,4,7
5,499000,9,60,645,2006,240000,0,4,3,1401,101,1,2025,4,7
29,745000,9,66,702,2014,328000,0,0,6,1401,101,1,2025,4,7
69,410000,9,82,725,2004,266000,1,4,6,1401,101,1,2025,4,7
11,515000,9,84,363,2006,234765,0,4,3,1390,75,1,2025,4,7
28,724750,9,84,346,2015,153000,0,0,3,1401,76,1,2025,4,7
5,515000,9,84,216,2004,142000,0,4,3,1390,75,1,2025,4,7
77,810000,9,66,93,2015,200200,0,4,6,1200,101,1,2025,4,7
