City,Price(TRY),Brand,Series,Model,Year,Mileage(km),TransmissionType,FuelType,BodyType,EngineSize(cc),EnginePower(HP),DriveTrain,ListingYear,ListingMonth,ListingDay
77,760000,3,57,685,2015,192000,1,0,6,1560,115,1,2025,4,7
28,99000,3,104,590,1988,182000,1,4,6,1592,101,2,2025,4,7
66,1095000,3,57,716,2017,95000,0,4,6,1401,101,1,2025,4,7
58,1358750,3,57,431,2020,57000,0,0,6,1500,120,1,2025,4,7
41,405000,3,55,337,2004,163000,1,0,2,1399,68,1,2025,4,7
5,475000,3,57,592,2005,271200,1,4,3,1596,115,1,2025,4,7
17,410000,3,55,215,2006,216000,1,4,3,1388,80,1,2025,4,7
70,189999,3,52,507,1997,89000,1,4,6,1597,90,1,2025,4,7
5,400000,3,57,525,2011,255500,1,2,3,1596,100,1,2025,4,7
29,235000,3,55,115,2000,355000,1,4,3,1753,60,1,2025,4,7
33,420000,3,55,118,2011,223000,1,4,3,1242,82,1,2025,4,7
20,1125000,3,57,431,2016,162000,2,0,6,1499,120,1,2025,4,7
53,1499000,3,57,6,2023,12000,2,3,3,999,125,1,2025,4,7
78,412000,3,55,215,2004,310000,0,4,3,1388,80,1,2025,4,7
39,215000,3,55,115,1999,185000,1,4,3,1753,60,1,2025,4,7
43,495000,3,55,360,2011,208050,1,4,3,1388,96,1,2025,4,7
44,420000,3,57,680,2011,335000,1,0,3,1560,90,1,2025,4,7
49,560000,3,55,117,2012,170000,1,2,3,1242,82,1,2025,4,7
33,495000,3,55,342,2010,227500,1,0,3,1398,70,1,2025,4,7
50,905000,3,57,688,2015,128000,1,0,6,1560,95,1,2025,4,7
34,585000,3,57,688,2011,211000,1,0,6,1560,90,1,2025,4,7
0,575000,3,77,717,2011,222000,1,2,6,1596,120,1,2025,4,7
77,475000,3,55,341,2012,255000,1,0,3,1398,70,1,2025,4,7
78,645000,3,55,435,2014,170000,1,0,3,1498,75,1,2025,4,7
78,600000,3,57,723,2008,185000,0,4,6,1596,100,1,2025,4,7
77,450000,3,57,592,2006,254000,1,2,6,1596,100,1,2025,4,7
5,345000,3,58,337,2006,271000,1,0,3,1399,68,1,2025,4,7
6,435000,3,57,525,2004,340000,1,4,7,1596,100,1,2025,4,7
77,610000,3,57,688,2012,288000,1,0,6,1560,95,1,2025,4,7
67,390000,3,55,215,2004,205000,1,4,3,1388,80,1,2025,4,7
5,460000,3,57,716,2010,136000,1,4,6,1596,115,1,2025,4,7
77,550000,3,57,687,2011,240000,1,0,2,1560,110,1,2025,4,7
45,400000,3,57,481,2000,238000,1,4,3,1596,100,1,2025,4,7
29,670000,3,57,685,2013,252000,1,0,3,1560,115,1,2025,4,7
52,585000,3,57,525,2011,185000,0,4,3,1596,100,1,2025,4,7
5,400000,3,57,680,2005,314000,1,0,7,1560,110,1,2025,4,7
5,550000,3,57,687,2006,134000,1,0,2,1560,110,1,2025,4,7
77,430000,3,57,687,2010,311000,1,0,6,1560,110,1,2025,4,7
61,155000,3,52,507,1996,150000,1,4,6,1597,90,1,2025,4,7
60,485000,3,57,680,2011,162000,1,0,6,1560,90,1,2025,4,7
5,175000,3,52,758,1998,260000,1,4,6,1796,105,1,2025,4,7
77,535000,3,55,119,2014,197000,1,2,3,1242,82,1,2025,4,7
77,540000,3,57,723,2007,162900,0,4,3,1596,100,1,2025,4,7
52,520000,3,57,592,2006,216000,0,4,3,1596,100,1,2025,4,7
29,410000,3,43,681,2007,295000,0,0,4,1560,110,1,2025,4,7
77,470000,3,77,723,2008,381000,1,4,6,1596,125,1,2025,4,7
5,320000,3,77,841,2001,292000,0,4,6,1999,145,1,2025,4,7
57,560000,3,57,687,2009,264000,1,0,6,1560,110,1,2025,4,7
9,560000,3,57,524,2011,206000,1,4,6,1596,100,1,2025,4,7
78,150000,3,54,142,1994,255000,1,4,3,1283,68,1,2025,4,7
80,310000,3,55,337,2004,304000,1,0,3,1399,68,1,2025,4,7
54,348000,3,57,592,2000,310000,1,4,6,1596,100,1,2025,4,7
77,730000,3,57,685,2012,205000,1,0,3,1560,115,1,2025,4,7
29,238000,3,55,337,2005,332000,1,0,2,1399,68,1,2025,4,7
52,560000,3,57,681,2008,287000,1,0,3,1560,110,1,2025,4,7
20,330000,3,57,481,2000,305000,1,4,6,1596,100,1,2025,4,7
20,475000,3,55,360,2010,211000,1,4,3,1388,96,1,2025,4,7
41,415000,3,55,215,2004,151000,0,4,3,1388,80,1,2025,4,7
5,430000,3,57,592,2004,230000,1,4,3,1596,115,1,2025,4,7
41,148500,3,52,508,1998,180000,1,4,6,1597,90,1,2025,4,7
77,310000,3,55,337,2003,233000,1,0,3,1399,68,1,2025,4,7
1,450000,3,55,431,2013,160000,1,0,3,1498,75,1,2025,4,7
52,719000,3,57,435,2016,227000,2,0,3,1499,120,1,2025,4,7
5,270000,3,55,215,2004,320000,1,4,3,1388,80,1,2025,4,7
0,180000,3,52,592,1998,200000,1,4,3,1597,90,1,2025,4,7
29,400000,3,55,337,2005,280000,1,0,3,,,3,2025,4,7
43,495000,3,55,118,2013,141000,1,2,3,1242,82,1,2025,4,7
77,725000,3,61,679,2012,210000,1,0,4,1560,115,1,2025,4,7
43,670000,3,57,688,2013,156000,1,0,3,1560,95,1,2025,4,7
78,315000,3,55,337,2005,281000,1,0,3,1399,68,1,2025,4,7
77,533500,3,77,685,2013,230000,1,0,6,1560,115,1,2025,4,7
11,435000,3,57,592,2000,201000,1,4,6,1596,100,1,2025,4,7
0,625000,3,55,434,2015,144000,1,0,3,1498,75,1,2025,4,7
41,155000,3,52,508,1996,342000,1,4,3,1597,90,1,2025,4,7
6,280000,3,104,839,1990,133000,1,4,6,1801,,3,2025,4,7
78,430000,3,58,618,2004,162000,1,4,3,1596,100,1,2025,4,7
51,570000,3,57,724,2010,207000,0,2,3,1596,100,1,2025,4,7
78,610000,3,57,687,2012,245000,1,0,6,1560,95,1,2025,4,7
5,500000,3,57,592,2005,229000,1,4,6,1596,115,1,2025,4,7
28,470000,3,57,681,2006,280000,1,0,3,1560,110,1,2025,4,7
61,615000,3,57,688,2010,213000,1,0,6,1560,90,1,2025,4,7
69,550000,3,43,681,2006,185700,1,0,4,1560,110,1,2025,4,7
13,450000,3,57,680,2008,170000,1,0,6,1560,90,1,2025,4,7
6,645000,3,55,431,2013,158000,1,0,3,1498,75,1,2025,4,7
43,430000,3,57,723,2006,180000,0,4,3,1596,100,1,2025,4,7
5,537000,3,57,724,2009,221000,0,4,6,1596,100,1,2025,4,7
77,220000,3,55,116,2001,317500,1,4,3,1242,75,1,2025,4,7
72,580000,3,43,685,2009,257000,1,0,4,1560,110,1,2025,4,7
77,715000,3,77,687,2013,152000,1,0,6,1560,115,1,2025,4,7
56,450000,3,57,524,2006,330000,1,2,3,1596,100,1,2025,4,7
33,735000,3,55,361,2012,116000,1,4,3,1388,96,1,2025,4,7
58,465000,3,57,592,2000,270000,1,4,3,1596,100,1,2025,4,7
29,355000,3,55,342,2012,136000,1,0,3,1399,70,1,2025,4,7
41,550000,3,57,688,2010,215000,1,0,3,1560,90,1,2025,4,7
29,405000,3,55,337,2008,350000,1,0,2,1399,68,1,2025,4,7
29,130000,3,104,658,1990,222000,1,4,6,1593,70,2,2025,4,7
41,210000,3,52,507,1998,190000,1,4,3,1597,90,1,2025,4,7
9,420000,3,55,337,2006,142000,1,0,3,1399,68,1,2025,4,7
5,745000,3,55,360,2011,97000,0,4,3,1388,96,1,2025,4,7
60,683000,3,57,524,2011,145000,1,4,6,1596,100,1,2025,4,7
44,272000,3,52,521,2000,178000,1,4,6,,,3,2025,4,7
29,480000,3,57,685,2009,253000,1,0,3,1560,110,1,2025,4,7
11,545000,3,39,685,2013,183000,1,0,4,1560,95,1,2025,4,7
36,130000,3,77,841,1997,183000,1,4,6,1988,130,1,2025,4,7
36,475000,3,57,680,2008,318000,1,0,6,1560,110,1,2025,4,7
11,445000,3,55,215,2004,149000,1,4,3,1388,80,1,2025,4,7
77,555000,3,55,118,2013,92000,1,2,2,1242,82,1,2025,4,7
22,450000,3,55,213,2009,137000,1,2,3,1388,80,1,2025,4,7
5,430000,3,57,723,2006,303000,0,4,6,1596,100,1,2025,4,7
76,450000,3,57,723,2006,277000,0,4,7,1596,100,1,2025,4,7
9,360000,3,55,337,2005,255000,1,0,3,1399,68,1,2025,4,7
6,565000,3,55,340,2010,183000,1,0,3,1398,70,1,2025,4,7
34,475000,3,57,681,2006,295000,1,0,6,1560,110,1,2025,4,7
13,329000,3,55,337,2006,270000,1,0,3,1399,68,1,2025,4,7
11,185000,3,52,507,1997,78000,1,2,6,1597,90,1,2025,4,7
34,215000,3,52,508,1999,163000,1,4,6,1597,90,1,2025,4,7
5,359000,3,57,481,2001,300000,1,4,6,1596,100,1,2025,4,7
5,485000,3,77,719,2009,284000,1,4,3,1596,125,1,2025,4,7
50,430000,3,55,215,2006,232400,1,4,3,1388,80,1,2025,4,7
6,690000,3,55,341,2012,150000,1,0,3,1398,70,1,2025,4,7
69,420000,3,55,338,2011,312000,1,0,3,1398,70,1,2025,4,7
36,365000,3,57,687,2007,360000,1,0,2,1560,110,1,2025,4,7
56,570000,3,57,681,2008,201000,1,0,6,1560,110,1,2025,4,7
78,849000,3,61,679,2013,175000,1,0,4,1560,115,1,2025,4,7
78,220000,3,67,120,1999,43084,1,2,2,1297,60,1,2025,4,7
52,589000,3,57,715,2014,307000,1,4,3,1596,125,1,2025,4,7
5,275000,3,57,687,2008,475000,1,0,6,1560,90,1,2025,4,7
79,755000,3,57,688,2012,205000,1,0,6,1560,95,1,2025,4,7
18,335500,3,57,592,2001,343000,1,4,6,1596,100,1,2025,4,7
65,150000,3,104,839,1993,286000,1,2,6,1993,101,2,2025,4,7
5,355000,3,55,337,2008,268000,1,0,3,1399,68,1,2025,4,7
27,548760,3,57,592,2006,237000,0,4,6,1596,100,1,2025,4,7
77,750000,3,43,723,2012,185000,1,4,4,1596,125,1,2025,4,7
44,589000,3,57,685,2009,198000,1,0,6,1560,110,1,2025,4,7
77,320000,3,55,337,2004,244000,1,0,3,1399,68,1,2025,4,7
77,425000,3,57,592,2006,292000,0,4,6,1596,100,1,2025,4,7
52,120000,3,52,507,1997,244400,1,4,6,1597,90,1,2025,4,7
5,365000,3,55,337,2006,240000,1,0,3,1399,68,1,2025,4,7
24,400000,3,57,525,2011,225000,1,4,3,1596,100,1,2025,4,7
22,615000,3,57,685,2013,326000,1,0,6,1560,115,1,2025,4,7
41,385000,3,57,680,2011,327000,1,0,6,1560,90,1,2025,4,7
3,500000,3,43,685,2009,280000,1,0,4,1560,110,1,2025,4,7
5,390000,3,55,215,2004,221000,0,2,3,1388,80,1,2025,4,7
77,333000,3,58,337,2005,260000,1,0,3,1399,68,1,2025,4,7
5,380000,3,57,525,2005,210000,1,4,6,1596,100,1,2025,4,7
21,520000,3,57,681,2006,302000,1,0,3,1560,110,1,2025,4,7
64,219000,3,55,141,1997,243000,1,4,3,1299,60,1,2025,4,7
28,650000,3,57,681,2008,140000,1,0,6,1560,110,1,2025,4,7
77,390000,3,57,687,2009,368000,1,0,6,1560,110,1,2025,4,7
44,680000,3,57,685,2012,175000,1,0,6,1560,115,1,2025,4,7
28,300000,3,55,215,2004,247000,1,4,2,1388,80,1,2025,4,7
5,408900,3,57,592,2004,267000,1,4,6,1596,100,1,2025,4,7
77,580000,3,57,688,2011,196500,1,0,6,1560,110,1,2025,4,7
22,398000,3,57,723,2006,297880,1,4,6,1596,115,1,2025,4,7
77,640000,3,57,525,2011,139000,1,4,3,1596,100,1,2025,4,7
73,230000,3,52,507,1997,230000,1,4,6,1597,90,1,2025,4,7
20,310000,3,55,337,2005,293000,1,0,3,1399,68,1,2025,4,7
77,530000,3,55,431,2016,181200,1,0,3,1498,75,1,2025,4,7
20,265000,3,55,115,1999,117000,1,2,3,1242,75,1,2025,4,7
5,575000,3,57,680,2008,224000,1,0,6,1560,110,1,2025,4,7
77,315000,3,55,337,2006,227000,1,0,3,1399,68,1,2025,4,7
49,530000,3,57,716,2009,173000,1,2,3,1596,115,1,2025,4,7
34,219500,3,67,120,1999,144000,1,2,2,1297,60,1,2025,4,7
77,460000,3,57,687,2006,223000,0,0,3,1560,110,1,2025,4,7
22,180000,3,52,508,1998,200000,1,4,6,1597,90,1,2025,4,7
73,690000,3,57,684,2013,182000,1,0,3,1560,115,1,2025,4,7
5,390000,3,57,681,2006,293000,1,0,6,1560,110,1,2025,4,7
45,215000,3,52,508,1998,330000,1,4,3,1597,90,1,2025,4,7
73,510000,3,55,337,2005,152000,1,0,3,1399,68,1,2025,4,7
20,490000,3,55,119,2016,193000,1,2,3,1242,82,1,2025,4,7
22,705000,3,57,435,2016,184000,2,0,6,1499,120,1,2025,4,7
72,405000,3,57,687,2007,295000,1,0,3,1560,110,1,2025,4,7
5,549000,3,57,723,2008,276000,0,4,6,1596,100,1,2025,4,7
49,739000,3,77,685,2012,225000,1,0,6,1560,115,1,2025,4,7
3,550000,3,55,341,2012,130000,1,0,3,1398,70,1,2025,4,7
20,335000,3,57,841,2001,238000,1,4,6,1988,130,1,2025,4,7
5,350000,3,55,337,2006,299500,1,0,3,1399,68,1,2025,4,7
5,340000,3,94,850,2007,330000,1,0,4,1997,143,1,2025,4,7
5,450000,3,57,687,2008,345000,1,0,2,1560,110,1,2025,4,7
5,125000,3,104,839,1990,332000,1,4,6,1993,101,2,2025,4,7
6,550004,3,55,435,2014,247500,1,0,3,1498,75,1,2025,4,7
1,385000,3,57,525,2002,236000,1,4,3,1596,100,1,2025,4,7
33,490000,3,55,338,2011,189500,1,0,3,1398,70,1,2025,4,7
77,260000,3,55,337,2008,299000,1,0,2,1399,68,1,2025,4,7
78,750000,3,55,434,2016,138000,1,0,3,1498,75,1,2025,4,7
17,340000,3,55,342,2009,377000,1,0,3,1399,70,1,2025,4,7
44,525000,3,43,685,2008,244000,1,0,4,1560,110,1,2025,4,7
5,550000,3,77,683,2011,470000,1,0,6,1560,115,1,2025,4,7
5,65000,3,104,590,1992,225000,1,4,6,1592,101,2,2025,4,7
1,515000,3,57,685,2011,262000,1,0,3,1560,110,1,2025,4,7
12,395000,3,55,337,2005,273000,1,0,3,1399,68,1,2025,4,7
9,440000,3,57,723,2011,268000,0,4,6,1596,100,1,2025,4,7
41,490000,3,55,337,2007,143000,1,0,3,1399,68,1,2025,4,7
21,750000,3,57,687,2012,217000,1,0,6,1560,95,1,2025,4,7
5,383500,3,57,723,2005,286000,1,4,6,1596,100,1,2025,4,7
5,170000,3,52,507,1994,236000,1,2,6,,76,3,2025,4,7
52,385000,3,55,215,2004,244000,1,4,3,1388,80,1,2025,4,7
0,550000,3,55,118,2013,112000,1,2,2,1242,82,1,2025,4,7
65,620000,3,57,688,2015,275000,1,0,7,1560,95,1,2025,4,7
66,290000,3,77,862,2001,277000,1,4,6,1999,145,1,2025,4,7
76,330000,3,55,337,2005,274000,1,0,3,1399,68,1,2025,4,7
5,372000,3,57,525,2003,262000,1,4,6,1596,100,1,2025,4,7
74,475000,3,77,849,2004,81802,1,0,3,1998,130,1,2025,4,7
65,710000,3,43,687,2012,141000,1,0,4,1560,115,1,2025,4,7
77,310000,3,55,337,2005,253000,1,0,3,1399,68,1,2025,4,7
77,475000,3,57,686,2009,270000,1,0,3,1560,110,1,2025,4,7
77,170000,3,54,142,1994,220000,0,4,3,1283,68,1,2025,4,7
5,390000,3,58,618,2006,182500,1,4,3,1596,100,1,2025,4,7
6,465000,3,57,685,2009,354000,1,0,3,1560,110,1,2025,4,7
77,205000,3,67,120,1998,90000,1,2,2,1297,60,1,2025,4,7
56,460000,3,57,681,2005,240000,1,0,3,1560,110,1,2025,4,7
67,210000,3,52,508,1997,260000,1,4,6,1597,90,1,2025,4,7
41,210000,3,52,508,1996,300000,1,4,3,1597,90,1,2025,4,7
50,300000,3,55,337,2006,310000,1,0,3,1399,68,1,2025,4,7
44,395000,3,57,592,2007,323000,0,4,6,1596,100,1,2025,4,7
44,395000,3,57,592,2006,323000,0,4,6,1596,100,1,2025,4,7
27,670000,3,55,433,2015,101000,1,0,3,1498,75,1,2025,4,7
43,450000,3,55,342,2010,215000,1,0,3,1398,70,1,2025,4,7
36,670000,3,57,680,2011,195000,1,0,6,1560,90,1,2025,4,7
41,565000,3,57,680,2011,223000,1,0,2,1560,90,1,2025,4,7
77,630000,3,55,433,2013,134000,1,0,3,1498,75,1,2025,4,7
74,580000,3,55,434,2015,138400,1,0,3,1498,75,1,2025,4,7
29,365000,3,55,215,2007,161000,1,4,3,1388,80,1,2025,4,7
41,190000,3,55,115,1999,280000,1,4,3,1242,75,1,2025,4,7
40,242000,3,52,508,1997,325000,1,4,6,1597,90,1,2025,4,7
28,145000,3,52,507,1998,91450,1,4,6,1597,90,1,2025,4,7
77,630000,3,57,688,2015,241000,1,0,6,1560,95,1,2025,4,7
43,450000,3,55,342,2012,250000,1,0,3,1398,70,1,2025,4,7
5,460000,3,57,592,2006,299000,1,4,3,1596,115,1,2025,4,7
77,250000,3,55,341,2012,500000,1,0,3,1398,70,1,2025,4,7
78,450000,3,55,342,2012,220000,1,0,3,1398,70,1,2025,4,7
6,330000,3,57,592,2000,318000,1,4,3,1596,100,1,2025,4,7
6,455000,3,55,117,2012,178000,1,4,3,1242,82,1,2025,4,7
41,665000,3,57,688,2012,218500,1,0,6,1560,95,1,2025,4,7
0,295000,3,55,337,2003,273000,1,0,3,1399,68,1,2025,4,7
77,650000,3,57,685,2013,204000,1,0,6,1560,115,1,2025,4,7
52,544000,3,77,852,2012,332000,0,0,6,1997,140,1,2025,4,7
29,485000,3,55,342,2012,245000,1,0,3,1398,70,1,2025,4,7
0,385000,3,57,524,2004,296000,1,4,3,1596,100,1,2025,4,7
5,350000,3,77,849,2006,359000,1,0,3,1998,130,1,2025,4,7
5,650000,3,57,685,2014,252000,1,0,6,1560,115,1,2025,4,7
5,397000,3,57,592,1999,225000,1,4,6,,,3,2025,4,7
22,400000,3,57,681,2006,348000,1,0,6,1560,110,1,2025,4,7
36,480000,3,57,525,2010,223000,0,4,6,1596,100,1,2025,4,7
5,349000,3,77,841,2003,342000,1,4,3,1999,145,1,2025,4,7
77,430000,3,57,681,2007,264000,1,0,6,1560,110,1,2025,4,7
77,660000,3,43,686,2013,242000,1,0,4,1560,115,1,2025,4,7
16,675000,3,77,851,2008,306000,0,0,6,1997,130,1,2025,4,7
45,220000,3,52,508,1997,168000,1,4,6,1597,90,1,2025,4,7
6,500000,3,55,431,2013,226950,1,0,3,1401,76,1,2025,4,7
77,395000,3,57,716,2009,299000,1,4,6,1596,115,1,2025,4,7
51,400000,3,57,680,2008,330000,1,0,7,1560,90,1,2025,4,7
77,525000,3,43,687,2005,240000,1,0,4,1560,110,1,2025,4,7
5,365000,3,57,481,2001,360000,1,4,7,1596,100,1,2025,4,7
77,535000,3,57,592,2008,292000,0,4,6,1596,100,1,2025,4,7
52,650000,3,57,719,2011,190000,0,4,3,1596,100,1,2025,4,7
77,750000,3,55,431,2016,133000,1,0,3,1498,75,1,2025,4,7
45,572000,3,57,592,2008,154000,0,2,6,1596,100,1,2025,4,7
70,600000,3,57,688,2013,227000,1,0,3,1560,95,1,2025,4,7
77,350000,3,55,337,2003,270500,1,0,3,1399,68,1,2025,4,7
11,255000,3,57,481,2000,222500,1,4,3,1596,100,1,2025,4,7
58,500000,3,55,434,2013,248000,1,0,3,1498,75,1,2025,4,7
65,385000,3,55,337,2006,193150,1,0,3,1399,68,1,2025,4,7
37,549000,3,77,851,2008,274000,0,0,6,1997,130,1,2025,4,7
78,135000,3,104,658,1989,189000,1,4,6,1593,70,2,2025,4,7
60,640000,3,55,362,2012,210000,0,4,3,1388,96,1,2025,4,7
11,510000,3,55,341,2011,224000,1,0,3,1398,70,1,2025,4,7
0,557500,3,55,340,2012,238000,1,0,3,1398,70,1,2025,4,7
5,624000,3,57,688,2011,212000,1,0,6,,,3,2025,4,7
0,550000,3,55,360,2013,152000,1,2,3,1388,96,1,2025,4,7
73,540000,3,57,524,2008,155555,1,2,3,1596,100,1,2025,4,7
11,740000,3,57,687,2014,148000,1,0,6,,,3,2025,4,7
5,360000,3,57,592,2003,310000,1,4,3,1596,100,1,2025,4,7
29,665000,3,57,688,2013,273000,1,0,6,,,3,2025,4,7
6,405000,3,55,118,2014,215000,1,2,3,1201,76,1,2025,4,7
52,650000,3,57,685,2013,273000,1,0,3,1560,115,1,2025,4,7
5,450000,3,57,688,2009,300000,1,0,3,1560,90,1,2025,4,7
77,1075000,3,57,435,2021,126500,0,0,6,1500,120,1,2025,4,7
45,699000,3,57,680,2011,167000,1,0,6,1560,110,1,2025,4,7
5,720000,3,43,685,2014,254000,1,0,4,1560,115,1,2025,4,7
78,565000,3,55,361,2011,163000,1,2,3,1388,96,1,2025,4,7
52,530000,3,57,525,2011,188000,1,4,3,1596,100,1,2025,4,7
66,165000,3,55,115,1997,200000,1,4,2,1242,75,1,2025,4,7
77,235000,3,77,841,1997,383000,0,4,6,1988,130,1,2025,4,7
29,685000,3,57,687,2012,241000,1,0,6,1560,115,1,2025,4,7
5,645000,3,55,360,2012,125000,0,4,3,1388,96,1,2025,4,7
5,390000,3,55,337,2006,245000,1,0,3,1399,68,1,2025,4,7
25,700000,3,43,723,2013,151000,1,2,4,1596,125,1,2025,4,7
77,430000,3,58,335,2011,179000,1,0,3,1399,68,1,2025,4,7
77,388000,3,55,337,2006,219300,1,0,3,1399,68,1,2025,4,7
0,575000,3,57,685,2011,283000,1,0,3,1560,110,1,2025,4,7
5,620000,3,55,431,2014,226800,1,0,3,1498,75,1,2025,4,7
5,770000,3,55,716,2015,135000,2,2,3,1596,105,1,2025,4,7
9,955000,3,57,431,2017,187000,0,0,6,1401,101,1,2025,4,7
5,469000,3,43,681,2006,265000,1,0,4,1560,110,1,2025,4,7
33,375000,3,55,340,2011,229000,1,0,3,1398,70,1,2025,4,7
77,330000,3,57,772,2003,147000,1,0,6,1753,100,1,2025,4,7
77,319000,3,57,772,2003,375000,1,0,6,1753,100,1,2025,4,7
45,218000,3,77,841,1998,310000,1,4,6,1988,130,1,2025,4,7
5,464500,3,55,117,2012,210000,1,4,3,1242,82,1,2025,4,7
25,950000,3,77,685,2016,200000,1,0,6,1560,115,1,2025,4,7
78,239000,3,52,139,1995,46300,1,4,7,1401,51,1,2025,4,7
77,564750,3,55,434,2015,199000,1,0,3,1401,51,1,2025,4,7
49,665000,3,55,360,2010,72000,1,2,3,1388,96,1,2025,4,7
77,327500,3,55,336,2006,250000,1,0,3,1399,68,1,2025,4,7
18,1155000,3,57,431,2019,127000,0,0,6,1500,120,1,2025,4,7
29,315000,3,57,680,2011,371000,1,0,6,1560,110,1,2025,4,7
78,539000,3,39,685,2014,193000,1,0,4,1560,95,1,2025,4,7
6,229750,3,52,592,1999,282000,1,4,3,1597,90,1,2025,4,7
77,525000,3,57,524,2008,192000,0,4,6,1596,100,1,2025,4,7
80,750000,3,39,685,2015,70000,1,0,4,1560,95,1,2025,4,7
3,465000,3,57,680,2008,290000,1,0,6,1560,110,1,2025,4,7
77,780000,3,57,685,2015,170000,1,0,6,1560,115,1,2025,4,7
52,780000,3,55,724,2016,60000,2,4,3,1596,105,1,2025,4,7
63,945000,3,43,685,2015,114000,1,0,4,1560,115,1,2025,4,7
6,675000,3,57,688,2014,218000,1,0,6,1560,95,1,2025,4,7
20,399000,3,77,841,2005,260000,0,4,6,1999,145,1,2025,4,7
78,515000,3,55,118,2010,102000,1,2,3,1242,82,1,2025,4,7
5,1640000,3,57,432,2024,6001,0,0,6,1500,115,1,2025,4,7
78,790000,3,61,679,2011,248000,1,0,4,1560,115,1,2025,4,7
29,790000,3,57,685,2014,195000,1,0,6,1560,115,1,2025,4,7
64,1200000,3,57,431,2018,189000,0,0,6,1500,120,1,2025,4,7
41,670000,3,55,431,2013,166000,1,0,3,1498,75,1,2025,4,7
29,215000,3,55,339,2005,370000,1,0,2,1399,68,1,2025,4,7
67,720000,3,43,685,2012,191500,1,0,4,1560,115,1,2025,4,7
78,1190000,3,57,8,2023,24000,1,2,6,999,125,1,2025,4,7
78,805000,3,57,716,2012,179780,2,4,6,1596,125,1,2025,4,7
5,442500,3,57,524,2005,288000,0,4,6,1596,100,1,2025,4,7
5,175000,3,52,508,1997,200000,1,4,3,1597,90,1,2025,4,7
78,330000,3,57,592,2000,338000,1,4,6,1596,100,1,2025,4,7
76,300000,3,57,592,2000,380000,1,4,6,1596,100,1,2025,4,7
9,220000,3,52,508,1995,365500,1,4,3,1597,90,1,2025,4,7
25,520000,3,55,361,2010,211500,1,4,3,1388,96,1,2025,4,7
2,710000,3,57,688,2014,219000,1,0,6,1560,95,1,2025,4,7
0,311000,3,57,481,2001,258000,1,2,6,1596,100,1,2025,4,7
77,950000,3,57,435,2019,169000,0,0,6,1500,120,1,2025,4,7
40,465000,3,55,342,2012,176000,1,0,3,1398,70,1,2025,4,7
11,749000,3,43,659,2011,123000,1,2,4,,,3,2025,4,7
29,280000,3,55,337,2006,298000,1,0,3,1399,68,1,2025,4,7
29,415000,3,55,337,2008,289000,1,0,3,1399,68,1,2025,4,7
65,650000,3,57,687,2013,213000,1,0,6,1560,95,1,2025,4,7
74,190000,3,52,507,1997,340000,1,4,6,1597,90,1,2025,4,7
0,387000,3,57,481,2001,270000,1,4,6,1596,100,1,2025,4,7
56,340000,3,55,337,2007,190000,1,0,3,1399,68,1,2025,4,7
29,240000,3,67,120,1998,220000,1,4,2,1297,60,1,2025,4,7
22,470000,3,55,340,2011,189000,1,0,3,1398,70,1,2025,4,7
20,587000,3,55,118,2013,168000,1,2,3,1242,82,1,2025,4,7
78,350000,3,55,38,2025,166200,1,4,3,,,3,2025,4,7
0,469000,3,55,118,2013,230000,1,2,3,1242,82,1,2025,4,7
58,325000,3,55,337,2004,240000,1,0,2,1399,68,1,2025,4,7
77,120000,4,53,424,1994,210000,1,2,6,1468,71,1,2025,4,7
77,635000,4,120,67,2016,118000,1,2,3,1248,84,1,2025,4,7
78,765000,4,120,202,2018,138000,1,0,3,1396,90,1,2025,4,7
33,480000,4,120,46,2014,159500,1,2,3,1248,85,1,2025,4,7
79,655000,4,31,511,2016,251300,2,0,6,1582,136,1,2025,4,6
79,320000,4,59,443,2005,368000,1,0,3,1493,110,1,2025,4,5
43,560000,4,32,358,2009,110000,1,2,6,1399,97,1,2025,4,2
33,885000,4,120,304,2022,62000,0,2,3,1368,100,1,2025,4,2
5,630000,4,51,537,2017,975000,1,4,6,1591,127,1,2025,3,29
6,862000,4,51,620,2019,179100,0,2,6,1591,127,1,2025,3,27
79,475000,4,120,200,2014,309000,1,0,3,1201,76,1,2025,3,26
61,590000,4,31,207,2012,218000,1,4,6,1396,108,1,2025,3,17
5,550000,4,31,232,2016,890000,1,4,6,1368,100,1,2025,3,10
29,485000,4,120,46,2013,268000,1,4,3,1248,85,1,2025,3,10
77,520000,4,120,200,2014,186500,1,0,3,1396,90,1,2025,2,22
5,695000,4,124,513,2012,181000,1,0,3,1582,128,1,2025,4,7
5,1145000,4,120,305,2023,13000,0,2,3,1368,100,1,2025,4,7
57,455000,4,59,234,2007,160000,1,4,3,1399,97,1,2025,4,7
8,730000,4,31,232,2017,115000,1,2,6,1368,100,1,2025,4,7
5,285000,4,51,586,2000,459000,1,4,6,1599,116,1,2025,4,7
43,1250000,4,120,302,2024,6001,0,2,3,,,3,2025,4,7
6,897000,4,120,303,2015,69900,0,2,3,1368,100,1,2025,4,7
74,178000,4,30,145,1998,330000,1,4,6,1341,75,3,2025,4,7
21,960000,4,120,305,2019,36200,0,2,3,1368,100,1,2025,4,7
77,770000,4,120,202,2016,149000,1,0,3,1396,90,1,2025,4,7
77,249000,4,73,405,2011,447000,1,0,4,1493,110,1,2025,4,7
